0,4.8356e+08,4.8356e+08
5e-06,4.8356e+08,4.8356e+08
1e-05,4.8356e+08,4.8356e+08
1.5e-05,4.8356e+08,4.8356e+08
2e-05,4.8356e+08,4.8356e+08
2.5e-05,4.8356e+08,4.8356e+08
3e-05,4.8356e+08,4.8356e+08
3.5e-05,4.8356e+08,4.8356e+08
4e-05,4.8356e+08,4.8356e+08
4.5e-05,4.8356e+08,4.8356e+08
5e-05,4.8356e+08,4.8356e+08
5.5e-05,4.8356e+08,4.8356e+08
6e-05,4.8356e+08,4.8356e+08
6.5e-05,4.8356e+08,4.8356e+08
7e-05,4.8356e+08,4.8356e+08
7.5e-05,4.8356e+08,4.8356e+08
8e-05,4.8356e+08,4.8356e+08
8.5e-05,4.8356e+08,4.8356e+08
9e-05,4.8356e+08,4.8356e+08
9.5e-05,4.8356e+08,4.8356e+08
0.0001,4.8356e+08,4.8356e+08
0.000105,4.8356e+08,4.8356e+08
0.00011,4.8356e+08,4.8356e+08
0.000115,4.8356e+08,4.8356e+08
0.00012,4.8356e+08,4.8356e+08
0.000125,4.8356e+08,4.8356e+08
0.00013,4.8356e+08,4.8356e+08
0.000135,4.8356e+08,4.8356e+08
0.00014,4.8356e+08,4.8356e+08
0.000145,4.8356e+08,4.8356e+08
0.00015,4.8356e+08,4.8356e+08
0.000155,4.8356e+08,4.8356e+08
0.00016,4.8356e+08,4.8356e+08
0.000165,4.8356e+08,4.8356e+08
0.00017,4.8356e+08,4.8356e+08
0.000175,4.8356e+08,4.8356e+08
0.00018,4.8356e+08,4.8356e+08
0.000185,4.8356e+08,4.8356e+08
0.00019,4.8356e+08,4.8356e+08
0.000195,4.8356e+08,4.8356e+08
0.0002,4.8356e+08,4.8356e+08
0.000205,4.8356e+08,4.8356e+08
0.00021,4.8356e+08,4.8356e+08
0.000215,4.8356e+08,4.8356e+08
0.00022,4.8356e+08,4.8356e+08
0.000225,4.8356e+08,4.8356e+08
0.00023,4.8356e+08,4.8356e+08
0.000235,4.8356e+08,4.8356e+08
0.00024,4.8356e+08,4.8356e+08
0.000245,4.8356e+08,4.8356e+08
0.00025,4.8356e+08,4.8356e+08
0.000255,4.8356e+08,4.8356e+08
0.00026,4.8356e+08,4.8356e+08
0.000265,4.8356e+08,4.8356e+08
0.00027,4.8356e+08,4.8356e+08
0.000275,4.8356e+08,4.8356e+08
0.00028,4.8356e+08,4.8356e+08
0.000285,4.8356e+08,4.8356e+08
0.00029,4.8356e+08,4.8356e+08
0.000295,4.8356e+08,4.8356e+08
0.0003,4.8356e+08,4.8356e+08
0.000305,4.8356e+08,4.8356e+08
0.00031,4.8356e+08,4.8356e+08
0.000315,4.8356e+08,4.8356e+08
0.00032,4.8356e+08,4.8356e+08
0.000325,4.8356e+08,4.8356e+08
0.00033,4.8356e+08,4.8356e+08
0.000335,4.8356e+08,4.8356e+08
0.00034,4.8356e+08,4.8356e+08
0.000345,4.8356e+08,4.8356e+08
0.00035,4.8356e+08,4.8356e+08
0.000355,4.8356e+08,4.8356e+08
0.00036,4.8356e+08,4.8356e+08
0.000365,4.8356e+08,4.8356e+08
0.00037,4.8356e+08,4.8356e+08
0.000375,4.8356e+08,4.8356e+08
0.00038,4.8356e+08,4.8356e+08
0.000385,4.8356e+08,4.8356e+08
0.00039,4.8356e+08,4.8356e+08
0.000395,4.8356e+08,4.8356e+08
0.0004,4.8356e+08,4.8356e+08
0.000405,4.8356e+08,4.8356e+08
0.00041,4.8356e+08,4.8356e+08
0.000415,4.8356e+08,4.8356e+08
0.00042,4.8356e+08,4.8356e+08
0.000425,4.8356e+08,4.8356e+08
0.00043,4.8356e+08,4.8356e+08
0.000435,4.8356e+08,4.8356e+08
0.00044,4.8356e+08,4.8356e+08
0.000445,4.8356e+08,4.8356e+08
0.00045,4.8356e+08,4.8356e+08
0.000455,4.8356e+08,4.8356e+08
0.00046,4.8356e+08,4.8356e+08
0.000465,4.8356e+08,4.8356e+08
0.00047,4.8356e+08,4.8356e+08
0.000475,4.8356e+08,4.8356e+08
0.00048,4.8356e+08,4.8356e+08
0.000485,4.8356e+08,4.8356e+08
0.00049,4.8356e+08,4.8356e+08
0.000495,4.8356e+08,4.8356e+08
0.0005,4.8356e+08,4.8356e+08
0.000505,4.8356e+08,4.8356e+08
0.00051,4.8356e+08,4.8356e+08
0.000515,4.8356e+08,4.8356e+08
0.00052,4.8356e+08,4.8356e+08
0.000525,4.8356e+08,4.8356e+08
0.00053,4.8356e+08,4.8356e+08
0.000535,4.8356e+08,4.8356e+08
0.00054,4.8356e+08,4.8356e+08
0.000545,4.8356e+08,4.8356e+08
0.00055,4.8356e+08,4.8356e+08
0.000555,4.8356e+08,4.8356e+08
0.00056,4.8356e+08,4.8356e+08
0.000565,4.8356e+08,4.8356e+08
0.00057,4.8356e+08,4.8356e+08
0.000575,4.8356e+08,4.8356e+08
0.00058,4.8356e+08,4.8356e+08
0.000585,4.8356e+08,4.8356e+08
0.00059,4.8356e+08,4.8356e+08
0.000595,4.8356e+08,4.8356e+08
0.0006,4.8356e+08,4.8356e+08
0.000605,4.8356e+08,4.8356e+08
0.00061,4.8356e+08,4.8356e+08
0.000615,4.8356e+08,4.8356e+08
0.00062,4.8356e+08,4.8356e+08
0.000625,4.8356e+08,4.8356e+08
0.00063,4.8356e+08,4.8356e+08
0.000635,4.8356e+08,4.8356e+08
0.00064,4.8356e+08,4.8356e+08
0.000645,4.8356e+08,4.8356e+08
0.00065,4.8356e+08,4.8356e+08
0.000655,4.8356e+08,4.8356e+08
0.00066,4.8356e+08,4.8356e+08
0.000665,4.8356e+08,4.8356e+08
0.00067,4.8356e+08,4.8356e+08
0.000675,4.8356e+08,4.8356e+08
0.00068,4.8356e+08,4.8356e+08
0.000685,4.8356e+08,4.8356e+08
0.00069,4.8356e+08,4.8356e+08
0.000695,4.8356e+08,4.8356e+08
0.0007,4.8356e+08,4.8356e+08
0.000705,4.8356e+08,4.8356e+08
0.00071,4.8356e+08,4.8356e+08
0.000715,4.8356e+08,4.8356e+08
0.00072,4.8356e+08,4.8356e+08
0.000725,4.8356e+08,4.8356e+08
0.00073,4.8356e+08,4.8356e+08
0.000735,4.8356e+08,4.8356e+08
0.00074,4.8356e+08,4.8356e+08
0.000745,4.8356e+08,4.8356e+08
